full_date,date_key,day_of_week,month,year,month_name,quarter,week_of_year,day
2017-12-30,20171230,Saturday,12,2017,December,4,52,5
2017-12-31,20171231,Sunday,12,2017,December,4,52,6
2018-01-01,20180101,Monday,1,2018,January,1,1,0
2018-01-02,20180102,Tuesday,1,2018,January,1,1,1
2018-01-03,20180103,Wednesday,1,2018,January,1,1,2
2018-01-04,20180104,Thursday,1,2018,January,1,1,3
2018-01-05,20180105,Friday,1,2018,January,1,1,4
2018-01-06,20180106,Saturday,1,2018,January,1,1,5
2018-01-07,20180107,Sunday,1,2018,January,1,1,6
2018-01-08,20180108,Monday,1,2018,January,1,2,0
2018-01-09,20180109,Tuesday,1,2018,January,1,2,1
2018-01-10,20180110,Wednesday,1,2018,January,1,2,2
2018-01-11,20180111,Thursday,1,2018,January,1,2,3
2018-01-12,20180112,Friday,1,2018,January,1,2,4
2018-01-13,20180113,Saturday,1,2018,January,1,2,5
2018-01-14,20180114,Sunday,1,2018,January,1,2,6
2018-01-15,20180115,Monday,1,2018,January,1,3,0
2018-01-16,20180116,Tuesday,1,2018,January,1,3,1
2018-01-17,20180117,Wednesday,1,2018,January,1,3,2
2018-01-18,20180118,Thursday,1,2018,January,1,3,3
2018-01-19,20180119,Friday,1,2018,January,1,3,4
2018-01-20,20180120,Saturday,1,2018,January,1,3,5
2018-01-21,20180121,Sunday,1,2018,January,1,3,6
2018-01-22,20180122,Monday,1,2018,January,1,4,0
2018-01-23,20180123,Tuesday,1,2018,January,1,4,1
2018-01-24,20180124,Wednesday,1,2018,January,1,4,2
2018-01-25,20180125,Thursday,1,2018,January,1,4,3
2018-01-26,20180126,Friday,1,2018,January,1,4,4
2018-01-27,20180127,Saturday,1,2018,January,1,4,5
2018-01-28,20180128,Sunday,1,2018,January,1,4,6
2018-01-29,20180129,Monday,1,2018,January,1,5,0
2018-01-30,20180130,Tuesday,1,2018,January,1,5,1
2018-01-31,20180131,Wednesday,1,2018,January,1,5,2
2018-02-01,20180201,Thursday,2,2018,February,1,5,3
2018-02-02,20180202,Friday,2,2018,February,1,5,4
2018-02-03,20180203,Saturday,2,2018,February,1,5,5
2018-02-04,20180204,Sunday,2,2018,February,1,5,6
2018-02-05,20180205,Monday,2,2018,February,1,6,0
2018-02-06,20180206,Tuesday,2,2018,February,1,6,1
2018-02-07,20180207,Wednesday,2,2018,February,1,6,2
2018-02-08,20180208,Thursday,2,2018,February,1,6,3
2018-02-09,20180209,Friday,2,2018,February,1,6,4
2018-02-10,20180210,Saturday,2,2018,February,1,6,5
2018-02-11,20180211,Sunday,2,2018,February,1,6,6
2018-02-12,20180212,Monday,2,2018,February,1,7,0
2018-02-13,20180213,Tuesday,2,2018,February,1,7,1
2018-02-14,20180214,Wednesday,2,2018,February,1,7,2
2018-02-15,20180215,Thursday,2,2018,February,1,7,3
2018-02-16,20180216,Friday,2,2018,February,1,7,4
2018-02-17,20180217,Saturday,2,2018,February,1,7,5
2018-02-18,20180218,Sunday,2,2018,February,1,7,6
2018-02-19,20180219,Monday,2,2018,February,1,8,0
2018-02-20,20180220,Tuesday,2,2018,February,1,8,1
2018-02-21,20180221,Wednesday,2,2018,February,1,8,2
2018-02-22,20180222,Thursday,2,2018,February,1,8,3
2018-02-23,20180223,Friday,2,2018,February,1,8,4
2018-02-24,20180224,Saturday,2,2018,February,1,8,5
2018-02-25,20180225,Sunday,2,2018,February,1,8,6
2018-02-26,20180226,Monday,2,2018,February,1,9,0
2018-02-27,20180227,Tuesday,2,2018,February,1,9,1
2018-02-28,20180228,Wednesday,2,2018,February,1,9,2
2018-03-01,20180301,Thursday,3,2018,March,1,9,3
2018-03-02,20180302,Friday,3,2018,March,1,9,4
2018-03-03,20180303,Saturday,3,2018,March,1,9,5
2018-03-04,20180304,Sunday,3,2018,March,1,9,6
2018-03-05,20180305,Monday,3,2018,March,1,10,0
2018-03-06,20180306,Tuesday,3,2018,March,1,10,1
2018-03-07,20180307,Wednesday,3,2018,March,1,10,2
2018-03-08,20180308,Thursday,3,2018,March,1,10,3
2018-03-09,20180309,Friday,3,2018,March,1,10,4
2018-03-10,20180310,Saturday,3,2018,March,1,10,5
2018-03-11,20180311,Sunday,3,2018,March,1,10,6
2018-03-12,20180312,Monday,3,2018,March,1,11,0
2018-03-13,20180313,Tuesday,3,2018,March,1,11,1
2018-03-14,20180314,Wednesday,3,2018,March,1,11,2
2018-03-15,20180315,Thursday,3,2018,March,1,11,3
2018-03-16,20180316,Friday,3,2018,March,1,11,4
2018-03-17,20180317,Saturday,3,2018,March,1,11,5
2018-03-18,20180318,Sunday,3,2018,March,1,11,6
2018-03-19,20180319,Monday,3,2018,March,1,12,0
2018-03-20,20180320,Tuesday,3,2018,March,1,12,1
2018-03-21,20180321,Wednesday,3,2018,March,1,12,2
2018-03-22,20180322,Thursday,3,2018,March,1,12,3
2018-03-23,20180323,Friday,3,2018,March,1,12,4
2018-03-24,20180324,Saturday,3,2018,March,1,12,5
2018-03-25,20180325,Sunday,3,2018,March,1,12,6
2018-03-26,20180326,Monday,3,2018,March,1,13,0
2018-03-27,20180327,Tuesday,3,2018,March,1,13,1
2018-03-28,20180328,Wednesday,3,2018,March,1,13,2
2018-03-29,20180329,Thursday,3,2018,March,1,13,3
2018-03-30,20180330,Friday,3,2018,March,1,13,4
2018-03-31,20180331,Saturday,3,2018,March,1,13,5
2018-04-01,20180401,Sunday,4,2018,April,2,13,6
2018-04-02,20180402,Monday,4,2018,April,2,14,0
2018-04-03,20180403,Tuesday,4,2018,April,2,14,1
2018-04-04,20180404,Wednesday,4,2018,April,2,14,2
2018-04-05,20180405,Thursday,4,2018,April,2,14,3
2018-04-06,20180406,Friday,4,2018,April,2,14,4
2018-04-07,20180407,Saturday,4,2018,April,2,14,5
2018-04-08,20180408,Sunday,4,2018,April,2,14,6
2018-04-09,20180409,Monday,4,2018,April,2,15,0
2018-04-10,20180410,Tuesday,4,2018,April,2,15,1
2018-04-11,20180411,Wednesday,4,2018,April,2,15,2
2018-04-12,20180412,Thursday,4,2018,April,2,15,3
2018-04-13,20180413,Friday,4,2018,April,2,15,4
2018-04-14,20180414,Saturday,4,2018,April,2,15,5
2018-04-15,20180415,Sunday,4,2018,April,2,15,6
2018-04-16,20180416,Monday,4,2018,April,2,16,0
2018-04-17,20180417,Tuesday,4,2018,April,2,16,1
2018-04-18,20180418,Wednesday,4,2018,April,2,16,2
2018-04-19,20180419,Thursday,4,2018,April,2,16,3
2018-04-20,20180420,Friday,4,2018,April,2,16,4
2018-04-21,20180421,Saturday,4,2018,April,2,16,5
2018-04-22,20180422,Sunday,4,2018,April,2,16,6
2018-04-23,20180423,Monday,4,2018,April,2,17,0
2018-04-24,20180424,Tuesday,4,2018,April,2,17,1
2018-04-25,20180425,Wednesday,4,2018,April,2,17,2
2018-04-26,20180426,Thursday,4,2018,April,2,17,3
2018-04-27,20180427,Friday,4,2018,April,2,17,4
2018-04-28,20180428,Saturday,4,2018,April,2,17,5
2018-04-29,20180429,Sunday,4,2018,April,2,17,6
2018-04-30,20180430,Monday,4,2018,April,2,18,0
2018-05-01,20180501,Tuesday,5,2018,May,2,18,1
2018-05-02,20180502,Wednesday,5,2018,May,2,18,2
2018-05-03,20180503,Thursday,5,2018,May,2,18,3
2018-05-04,20180504,Friday,5,2018,May,2,18,4
2018-05-05,20180505,Saturday,5,2018,May,2,18,5
2018-05-06,20180506,Sunday,5,2018,May,2,18,6
2018-05-07,20180507,Monday,5,2018,May,2,19,0
2018-05-08,20180508,Tuesday,5,2018,May,2,19,1
2018-05-09,20180509,Wednesday,5,2018,May,2,19,2
2018-05-10,20180510,Thursday,5,2018,May,2,19,3
2018-05-11,20180511,Friday,5,2018,May,2,19,4
2018-05-12,20180512,Saturday,5,2018,May,2,19,5
2018-05-13,20180513,Sunday,5,2018,May,2,19,6
2018-05-14,20180514,Monday,5,2018,May,2,20,0
2018-05-15,20180515,Tuesday,5,2018,May,2,20,1
2018-05-16,20180516,Wednesday,5,2018,May,2,20,2
2018-05-17,20180517,Thursday,5,2018,May,2,20,3
2018-05-18,20180518,Friday,5,2018,May,2,20,4
2018-05-19,20180519,Saturday,5,2018,May,2,20,5
2018-05-20,20180520,Sunday,5,2018,May,2,20,6
2018-05-21,20180521,Monday,5,2018,May,2,21,0
2018-05-22,20180522,Tuesday,5,2018,May,2,21,1
2018-05-23,20180523,Wednesday,5,2018,May,2,21,2
2018-05-24,20180524,Thursday,5,2018,May,2,21,3
2018-05-25,20180525,Friday,5,2018,May,2,21,4
2018-05-26,20180526,Saturday,5,2018,May,2,21,5
2018-05-27,20180527,Sunday,5,2018,May,2,21,6
2018-05-28,20180528,Monday,5,2018,May,2,22,0
2018-05-29,20180529,Tuesday,5,2018,May,2,22,1
2018-05-30,20180530,Wednesday,5,2018,May,2,22,2
2018-05-31,20180531,Thursday,5,2018,May,2,22,3
2018-06-01,20180601,Friday,6,2018,June,2,22,4
2018-06-02,20180602,Saturday,6,2018,June,2,22,5
2018-06-03,20180603,Sunday,6,2018,June,2,22,6
2018-06-04,20180604,Monday,6,2018,June,2,23,0
2018-06-05,20180605,Tuesday,6,2018,June,2,23,1
2018-06-06,20180606,Wednesday,6,2018,June,2,23,2
2018-06-07,20180607,Thursday,6,2018,June,2,23,3
2018-06-08,20180608,Friday,6,2018,June,2,23,4
2018-06-09,20180609,Saturday,6,2018,June,2,23,5
2018-06-10,20180610,Sunday,6,2018,June,2,23,6
2018-06-11,20180611,Monday,6,2018,June,2,24,0
2018-06-12,20180612,Tuesday,6,2018,June,2,24,1
2018-06-13,20180613,Wednesday,6,2018,June,2,24,2
2018-06-14,20180614,Thursday,6,2018,June,2,24,3
2018-06-15,20180615,Friday,6,2018,June,2,24,4
2018-06-16,20180616,Saturday,6,2018,June,2,24,5
2018-06-17,20180617,Sunday,6,2018,June,2,24,6
2018-06-18,20180618,Monday,6,2018,June,2,25,0
2018-06-19,20180619,Tuesday,6,2018,June,2,25,1
2018-06-20,20180620,Wednesday,6,2018,June,2,25,2
2018-06-21,20180621,Thursday,6,2018,June,2,25,3
2018-06-22,20180622,Friday,6,2018,June,2,25,4
2018-06-23,20180623,Saturday,6,2018,June,2,25,5
2018-06-24,20180624,Sunday,6,2018,June,2,25,6
2018-06-25,20180625,Monday,6,2018,June,2,26,0
2018-06-26,20180626,Tuesday,6,2018,June,2,26,1
2018-06-27,20180627,Wednesday,6,2018,June,2,26,2
2018-06-28,20180628,Thursday,6,2018,June,2,26,3
2018-06-29,20180629,Friday,6,2018,June,2,26,4
2018-06-30,20180630,Saturday,6,2018,June,2,26,5
2018-07-01,20180701,Sunday,7,2018,July,3,26,6
2018-07-02,20180702,Monday,7,2018,July,3,27,0
2018-07-03,20180703,Tuesday,7,2018,July,3,27,1
2018-07-04,20180704,Wednesday,7,2018,July,3,27,2
2018-07-05,20180705,Thursday,7,2018,July,3,27,3
2018-07-06,20180706,Friday,7,2018,July,3,27,4
2018-07-07,20180707,Saturday,7,2018,July,3,27,5
2018-07-08,20180708,Sunday,7,2018,July,3,27,6
2018-07-09,20180709,Monday,7,2018,July,3,28,0
2018-07-10,20180710,Tuesday,7,2018,July,3,28,1
2018-07-11,20180711,Wednesday,7,2018,July,3,28,2
2018-07-12,20180712,Thursday,7,2018,July,3,28,3
2018-07-13,20180713,Friday,7,2018,July,3,28,4
2018-07-14,20180714,Saturday,7,2018,July,3,28,5
2018-07-15,20180715,Sunday,7,2018,July,3,28,6
2018-07-16,20180716,Monday,7,2018,July,3,29,0
2018-07-17,20180717,Tuesday,7,2018,July,3,29,1
2018-07-18,20180718,Wednesday,7,2018,July,3,29,2
2018-07-19,20180719,Thursday,7,2018,July,3,29,3
2018-07-20,20180720,Friday,7,2018,July,3,29,4
2018-07-21,20180721,Saturday,7,2018,July,3,29,5
2018-07-22,20180722,Sunday,7,2018,July,3,29,6
2018-07-23,20180723,Monday,7,2018,July,3,30,0
2018-07-24,20180724,Tuesday,7,2018,July,3,30,1
2018-07-25,20180725,Wednesday,7,2018,July,3,30,2
2018-07-26,20180726,Thursday,7,2018,July,3,30,3
2018-07-27,20180727,Friday,7,2018,July,3,30,4
2018-07-28,20180728,Saturday,7,2018,July,3,30,5
2018-07-29,20180729,Sunday,7,2018,July,3,30,6
2018-07-30,20180730,Monday,7,2018,July,3,31,0
2018-07-31,20180731,Tuesday,7,2018,July,3,31,1
2018-08-01,20180801,Wednesday,8,2018,August,3,31,2
2018-08-02,20180802,Thursday,8,2018,August,3,31,3
2018-08-03,20180803,Friday,8,2018,August,3,31,4
2018-08-04,20180804,Saturday,8,2018,August,3,31,5
2018-08-05,20180805,Sunday,8,2018,August,3,31,6
2018-08-06,20180806,Monday,8,2018,August,3,32,0
2018-08-07,20180807,Tuesday,8,2018,August,3,32,1
2018-08-08,20180808,Wednesday,8,2018,August,3,32,2
2018-08-09,20180809,Thursday,8,2018,August,3,32,3
2018-08-10,20180810,Friday,8,2018,August,3,32,4
2018-08-11,20180811,Saturday,8,2018,August,3,32,5
2018-08-12,20180812,Sunday,8,2018,August,3,32,6
2018-08-13,20180813,Monday,8,2018,August,3,33,0
2018-08-14,20180814,Tuesday,8,2018,August,3,33,1
2018-08-15,20180815,Wednesday,8,2018,August,3,33,2
2018-08-16,20180816,Thursday,8,2018,August,3,33,3
2018-08-17,20180817,Friday,8,2018,August,3,33,4
2018-08-18,20180818,Saturday,8,2018,August,3,33,5
2018-08-19,20180819,Sunday,8,2018,August,3,33,6
2018-08-20,20180820,Monday,8,2018,August,3,34,0
2018-08-21,20180821,Tuesday,8,2018,August,3,34,1
2018-08-22,20180822,Wednesday,8,2018,August,3,34,2
2018-08-23,20180823,Thursday,8,2018,August,3,34,3
2018-08-24,20180824,Friday,8,2018,August,3,34,4
2018-08-25,20180825,Saturday,8,2018,August,3,34,5
2018-08-26,20180826,Sunday,8,2018,August,3,34,6
2018-08-27,20180827,Monday,8,2018,August,3,35,0
2018-08-28,20180828,Tuesday,8,2018,August,3,35,1
2018-08-29,20180829,Wednesday,8,2018,August,3,35,2
2018-08-30,20180830,Thursday,8,2018,August,3,35,3
2018-08-31,20180831,Friday,8,2018,August,3,35,4
2018-09-01,20180901,Saturday,9,2018,September,3,35,5
2018-09-02,20180902,Sunday,9,2018,September,3,35,6
2018-09-03,20180903,Monday,9,2018,September,3,36,0
2018-09-04,20180904,Tuesday,9,2018,September,3,36,1
2018-09-05,20180905,Wednesday,9,2018,September,3,36,2
2018-09-06,20180906,Thursday,9,2018,September,3,36,3
2018-09-07,20180907,Friday,9,2018,September,3,36,4
2018-09-08,20180908,Saturday,9,2018,September,3,36,5
2018-09-09,20180909,Sunday,9,2018,September,3,36,6
2018-09-10,20180910,Monday,9,2018,September,3,37,0
2018-09-11,20180911,Tuesday,9,2018,September,3,37,1
2018-09-12,20180912,Wednesday,9,2018,September,3,37,2
2018-09-13,20180913,Thursday,9,2018,September,3,37,3
2018-09-14,20180914,Friday,9,2018,September,3,37,4
2018-09-15,20180915,Saturday,9,2018,September,3,37,5
2018-09-16,20180916,Sunday,9,2018,September,3,37,6
2018-09-17,20180917,Monday,9,2018,September,3,38,0
2018-09-18,20180918,Tuesday,9,2018,September,3,38,1
2018-09-19,20180919,Wednesday,9,2018,September,3,38,2
2018-09-20,20180920,Thursday,9,2018,September,3,38,3
2018-09-21,20180921,Friday,9,2018,September,3,38,4
2018-09-22,20180922,Saturday,9,2018,September,3,38,5
2018-09-23,20180923,Sunday,9,2018,September,3,38,6
2018-09-24,20180924,Monday,9,2018,September,3,39,0
2018-09-25,20180925,Tuesday,9,2018,September,3,39,1
2018-09-26,20180926,Wednesday,9,2018,September,3,39,2
2018-09-27,20180927,Thursday,9,2018,September,3,39,3
2018-09-28,20180928,Friday,9,2018,September,3,39,4
2018-09-29,20180929,Saturday,9,2018,September,3,39,5
2018-09-30,20180930,Sunday,9,2018,September,3,39,6
2018-10-01,20181001,Monday,10,2018,October,4,40,0
2018-10-02,20181002,Tuesday,10,2018,October,4,40,1
2018-10-03,20181003,Wednesday,10,2018,October,4,40,2
2018-10-04,20181004,Thursday,10,2018,October,4,40,3
2018-10-05,20181005,Friday,10,2018,October,4,40,4
2018-10-06,20181006,Saturday,10,2018,October,4,40,5
2018-10-07,20181007,Sunday,10,2018,October,4,40,6
2018-10-08,20181008,Monday,10,2018,October,4,41,0
2018-10-09,20181009,Tuesday,10,2018,October,4,41,1
2018-10-10,20181010,Wednesday,10,2018,October,4,41,2
2018-10-11,20181011,Thursday,10,2018,October,4,41,3
2018-10-12,20181012,Friday,10,2018,October,4,41,4
2018-10-13,20181013,Saturday,10,2018,October,4,41,5
2018-10-14,20181014,Sunday,10,2018,October,4,41,6
2018-10-15,20181015,Monday,10,2018,October,4,42,0
2018-10-16,20181016,Tuesday,10,2018,October,4,42,1
2018-10-17,20181017,Wednesday,10,2018,October,4,42,2
2018-10-18,20181018,Thursday,10,2018,October,4,42,3
2018-10-19,20181019,Friday,10,2018,October,4,42,4
2018-10-20,20181020,Saturday,10,2018,October,4,42,5
2018-10-21,20181021,Sunday,10,2018,October,4,42,6
2018-10-22,20181022,Monday,10,2018,October,4,43,0
2018-10-23,20181023,Tuesday,10,2018,October,4,43,1
2018-10-24,20181024,Wednesday,10,2018,October,4,43,2
2018-10-25,20181025,Thursday,10,2018,October,4,43,3
2018-10-26,20181026,Friday,10,2018,October,4,43,4
2018-10-27,20181027,Saturday,10,2018,October,4,43,5
2018-10-28,20181028,Sunday,10,2018,October,4,43,6
2018-10-29,20181029,Monday,10,2018,October,4,44,0
2018-10-30,20181030,Tuesday,10,2018,October,4,44,1
2018-10-31,20181031,Wednesday,10,2018,October,4,44,2
2018-11-01,20181101,Thursday,11,2018,November,4,44,3
2018-11-02,20181102,Friday,11,2018,November,4,44,4
2018-11-03,20181103,Saturday,11,2018,November,4,44,5
2018-11-04,20181104,Sunday,11,2018,November,4,44,6
2018-11-05,20181105,Monday,11,2018,November,4,45,0
2018-11-06,20181106,Tuesday,11,2018,November,4,45,1
2018-11-07,20181107,Wednesday,11,2018,November,4,45,2
2018-11-08,20181108,Thursday,11,2018,November,4,45,3
2018-11-09,20181109,Friday,11,2018,November,4,45,4
2018-11-10,20181110,Saturday,11,2018,November,4,45,5
2018-11-11,20181111,Sunday,11,2018,November,4,45,6
2018-11-12,20181112,Monday,11,2018,November,4,46,0
2018-11-13,20181113,Tuesday,11,2018,November,4,46,1
2018-11-14,20181114,Wednesday,11,2018,November,4,46,2
2018-11-15,20181115,Thursday,11,2018,November,4,46,3
2018-11-16,20181116,Friday,11,2018,November,4,46,4
2018-11-17,20181117,Saturday,11,2018,November,4,46,5
2018-11-18,20181118,Sunday,11,2018,November,4,46,6
2018-11-19,20181119,Monday,11,2018,November,4,47,0
2018-11-20,20181120,Tuesday,11,2018,November,4,47,1
2018-11-21,20181121,Wednesday,11,2018,November,4,47,2
2018-11-22,20181122,Thursday,11,2018,November,4,47,3
2018-11-23,20181123,Friday,11,2018,November,4,47,4
2018-11-24,20181124,Saturday,11,2018,November,4,47,5
2018-11-25,20181125,Sunday,11,2018,November,4,47,6
2018-11-26,20181126,Monday,11,2018,November,4,48,0
2018-11-27,20181127,Tuesday,11,2018,November,4,48,1
2018-11-28,20181128,Wednesday,11,2018,November,4,48,2
2018-11-29,20181129,Thursday,11,2018,November,4,48,3
2018-11-30,20181130,Friday,11,2018,November,4,48,4
2018-12-01,20181201,Saturday,12,2018,December,4,48,5
2018-12-02,20181202,Sunday,12,2018,December,4,48,6
2018-12-03,20181203,Monday,12,2018,December,4,49,0
2018-12-04,20181204,Tuesday,12,2018,December,4,49,1
2018-12-05,20181205,Wednesday,12,2018,December,4,49,2
2018-12-06,20181206,Thursday,12,2018,December,4,49,3
2018-12-07,20181207,Friday,12,2018,December,4,49,4
2018-12-08,20181208,Saturday,12,2018,December,4,49,5
2018-12-09,20181209,Sunday,12,2018,December,4,49,6
2018-12-10,20181210,Monday,12,2018,December,4,50,0
2018-12-11,20181211,Tuesday,12,2018,December,4,50,1
2018-12-12,20181212,Wednesday,12,2018,December,4,50,2
2018-12-13,20181213,Thursday,12,2018,December,4,50,3
2018-12-14,20181214,Friday,12,2018,December,4,50,4
2018-12-15,20181215,Saturday,12,2018,December,4,50,5
2018-12-16,20181216,Sunday,12,2018,December,4,50,6
2018-12-17,20181217,Monday,12,2018,December,4,51,0
2018-12-18,20181218,Tuesday,12,2018,December,4,51,1
2018-12-19,20181219,Wednesday,12,2018,December,4,51,2
2018-12-20,20181220,Thursday,12,2018,December,4,51,3
2018-12-21,20181221,Friday,12,2018,December,4,51,4
2018-12-22,20181222,Saturday,12,2018,December,4,51,5
2018-12-23,20181223,Sunday,12,2018,December,4,51,6
2018-12-24,20181224,Monday,12,2018,December,4,52,0
2018-12-25,20181225,Tuesday,12,2018,December,4,52,1
2018-12-26,20181226,Wednesday,12,2018,December,4,52,2
2018-12-27,20181227,Thursday,12,2018,December,4,52,3
2018-12-28,20181228,Friday,12,2018,December,4,52,4
2018-12-29,20181229,Saturday,12,2018,December,4,52,5
2018-12-30,20181230,Sunday,12,2018,December,4,52,6
2018-12-31,20181231,Monday,12,2018,December,4,1,0
